verification_id,source_file,channel,review_status,predicted_count,corrected_count,count_error,event_tp,event_fp,event_fn,max_heatmap
Broadband_Data_2026.03.26_21.50.00_we_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9983713030815125
Broadband_Data_2026.03.26_21.50.00_we_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9985677003860474
Broadband_Data_2026.03.26_21.50.00_we_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.998216450214386
Broadband_Data_2026.03.26_21.50.00_we_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9983885288238525
Broadband_Data_2026.03.26_21.50.00_we_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9983940720558167
Broadband_Data_2026.03.26_21.50.00_we_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9984272718429565
Broadband_Data_2026.03.26_21.50.00_we_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9987218976020813
Broadband_Data_2026.03.26_21.50.00_we_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9987247586250305
Broadband_Data_2026.03.26_21.50.00_we_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.99875807762146
Broadband_Data_2026.03.26_21.50.00_we_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9986568689346313
Broadband_Data_2026.03.26_21.50.00_we_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9987248778343201
Broadband_Data_2026.03.26_21.50.00_we_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9988069534301758
Broadband_Data_2026.03.26_21.50.00_we_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9986758828163147
Broadband_Data_2026.03.26_21.50.00_we_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9987738728523254
Broadband_Data_2026.03.26_21.50.00_we_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9987539052963257
Broadband_Data_2026.03.26_21.50.00_we_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9988079071044922
Broadband_Data_2026.03.26_21.50.00_we_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9987075328826904
Broadband_Data_2026.03.26_21.50.00_we_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,manual_corrected,5,3,2,3,2,0,0.9984766840934753
Broadband_Data_2026.03.26_21.50.00_we_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.99866783618927
Broadband_Data_2026.03.26_21.50.00_we_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9987282156944275
Broadband_Data_2026.03.26_21.50.00_we_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,1,1,0,1,0,0,0.9986382126808167
Broadband_Data_2026.03.26_21.50.00_we_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,manual_corrected,2,1,1,1,1,0,0.9985257983207703
Broadband_Data_2026.03.26_21.50.00_we_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.26_21.50.00.bin,we,model_verified,2,2,0,2,0,0,0.9986269474029541
Broadband_Data_2026.03.27_09.59.00_ns_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,0,0,0,0,0,0,0.14332009851932526
Broadband_Data_2026.03.27_09.59.00_ns_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.29201042652130127
Broadband_Data_2026.03.27_09.59.00_ns_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,5,5,0,5,0,0,0.8893595337867737
Broadband_Data_2026.03.27_09.59.00_ns_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,3,3,0,3,0,0,0.970640242099762
Broadband_Data_2026.03.27_09.59.00_ns_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.9237525463104248
Broadband_Data_2026.03.27_09.59.00_ns_seg005,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.6282549500465393
Broadband_Data_2026.03.27_09.59.00_ns_seg006,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,1,1,0,1,0,0,0.817970335483551
Broadband_Data_2026.03.27_09.59.00_ns_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.3429933786392212
Broadband_Data_2026.03.27_09.59.00_ns_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,1,1,0,1,0,0,0.9273414015769958
Broadband_Data_2026.03.27_09.59.00_ns_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,0,0,0,0,0,0,0.20822009444236755
Broadband_Data_2026.03.27_09.59.00_ns_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,3,3,0,3,0,0,0.9870750308036804
Broadband_Data_2026.03.27_09.59.00_ns_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,1,1,0,1,0,0,0.9929127097129822
Broadband_Data_2026.03.27_09.59.00_ns_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.8330745100975037
Broadband_Data_2026.03.27_09.59.00_ns_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,3,3,0,3,0,0,0.7627718448638916
Broadband_Data_2026.03.27_09.59.00_ns_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,0,0,0,0,0,0,0.20662015676498413
Broadband_Data_2026.03.27_09.59.00_ns_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,0,0,0,0,0,0,0.23525284230709076
Broadband_Data_2026.03.27_09.59.00_ns_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,5,5,0,5,0,0,0.8465031385421753
Broadband_Data_2026.03.27_09.59.00_ns_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.8571409583091736
Broadband_Data_2026.03.27_09.59.00_ns_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,0,0,0,0,0,0,0.18533609807491302
Broadband_Data_2026.03.27_09.59.00_ns_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,3,3,0,3,0,0,0.8807241916656494
Broadband_Data_2026.03.27_09.59.00_ns_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,1,1,0,1,0,0,0.9619527459144592
Broadband_Data_2026.03.27_09.59.00_ns_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.3724122941493988
Broadband_Data_2026.03.27_09.59.00_ns_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,3,3,0,3,0,0,0.969145655632019
Broadband_Data_2026.03.27_09.59.00_ns_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.46795666217803955
Broadband_Data_2026.03.27_09.59.00_ns_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,manual_corrected,3,2,1,2,1,0,0.782383143901825
Broadband_Data_2026.03.27_09.59.00_ns_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,3,3,0,3,0,0,0.7876853346824646
Broadband_Data_2026.03.27_09.59.00_ns_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,5,5,0,5,0,0,0.6967108845710754
Broadband_Data_2026.03.27_09.59.00_ns_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,4,4,0,4,0,0,0.7383025288581848
Broadband_Data_2026.03.27_09.59.00_ns_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,manual_corrected,1,0,1,0,1,0,0.3796516954898834
Broadband_Data_2026.03.27_09.59.00_ns_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,ns,model_verified,2,2,0,2,0,0,0.528166651725769
Broadband_Data_2026.03.27_09.59.00_we_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,manual_corrected,1,0,1,0,1,0,0.9982694387435913
Broadband_Data_2026.03.27_09.59.00_we_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9983037710189819
Broadband_Data_2026.03.27_09.59.00_we_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,3,3,0,3,0,0,0.9983861446380615
Broadband_Data_2026.03.27_09.59.00_we_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,3,3,0,3,0,0,0.9984403252601624
Broadband_Data_2026.03.27_09.59.00_we_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,2,2,0,2,0,0,0.9982705116271973
Broadband_Data_2026.03.27_09.59.00_we_seg005,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9982671737670898
Broadband_Data_2026.03.27_09.59.00_we_seg006,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9984714388847351
Broadband_Data_2026.03.27_09.59.00_we_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,2,2,0,2,0,0,0.9983339905738831
Broadband_Data_2026.03.27_09.59.00_we_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9981208443641663
Broadband_Data_2026.03.27_09.59.00_we_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9982253909111023
Broadband_Data_2026.03.27_09.59.00_we_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,2,2,0,2,0,0,0.9982149600982666
Broadband_Data_2026.03.27_09.59.00_we_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,2,2,0,2,0,0,0.9985319375991821
Broadband_Data_2026.03.27_09.59.00_we_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9982104301452637
Broadband_Data_2026.03.27_09.59.00_we_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,2,2,0,2,0,0,0.9984778761863708
Broadband_Data_2026.03.27_09.59.00_we_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.998544454574585
Broadband_Data_2026.03.27_09.59.00_we_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9984521865844727
Broadband_Data_2026.03.27_09.59.00_we_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9984294772148132
Broadband_Data_2026.03.27_09.59.00_we_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9983038902282715
Broadband_Data_2026.03.27_09.59.00_we_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9983046054840088
Broadband_Data_2026.03.27_09.59.00_we_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9984733462333679
Broadband_Data_2026.03.27_09.59.00_we_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,2,2,0,2,0,0,0.9981379508972168
Broadband_Data_2026.03.27_09.59.00_we_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9983088970184326
Broadband_Data_2026.03.27_09.59.00_we_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,2,2,0,2,0,0,0.9981139898300171
Broadband_Data_2026.03.27_09.59.00_we_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9979752898216248
Broadband_Data_2026.03.27_09.59.00_we_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.99837327003479
Broadband_Data_2026.03.27_09.59.00_we_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9983175992965698
Broadband_Data_2026.03.27_09.59.00_we_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9982798099517822
Broadband_Data_2026.03.27_09.59.00_we_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9984188079833984
Broadband_Data_2026.03.27_09.59.00_we_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9984986782073975
Broadband_Data_2026.03.27_09.59.00_we_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_09.59.00.bin,we,model_verified,1,1,0,1,0,0,0.9985523819923401
Broadband_Data_2026.03.27_10.00.00_ns_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,4,4,0,4,0,0,0.9767630100250244
Broadband_Data_2026.03.27_10.00.00_ns_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.15540656447410583
Broadband_Data_2026.03.27_10.00.00_ns_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.1615547239780426
Broadband_Data_2026.03.27_10.00.00_ns_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,3,3,0,3,0,0,0.8226815462112427
Broadband_Data_2026.03.27_10.00.00_ns_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,4,4,0,4,0,0,0.44721049070358276
Broadband_Data_2026.03.27_10.00.00_ns_seg005,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,2,2,0,2,0,0,0.954124927520752
Broadband_Data_2026.03.27_10.00.00_ns_seg006,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.12501242756843567
Broadband_Data_2026.03.27_10.00.00_ns_seg007,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.2230837643146515
Broadband_Data_2026.03.27_10.00.00_ns_seg008,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.14752265810966492
Broadband_Data_2026.03.27_10.00.00_ns_seg009,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,1,1,0,1,0,0,0.3257083594799042
Broadband_Data_2026.03.27_10.00.00_ns_seg010,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.1397751420736313
Broadband_Data_2026.03.27_10.00.00_ns_seg011,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,1,1,0,1,0,0,0.9683176279067993
Broadband_Data_2026.03.27_10.00.00_ns_seg012,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.18020828068256378
Broadband_Data_2026.03.27_10.00.00_ns_seg013,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,2,2,0,2,0,0,0.8857267498970032
Broadband_Data_2026.03.27_10.00.00_ns_seg014,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,3,3,0,3,0,0,0.5451262593269348
Broadband_Data_2026.03.27_10.00.00_ns_seg015,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,2,2,0,2,0,0,0.3439676761627197
Broadband_Data_2026.03.27_10.00.00_ns_seg016,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,2,2,0,2,0,0,0.40622374415397644
Broadband_Data_2026.03.27_10.00.00_ns_seg017,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,1,1,0,1,0,0,0.9279166460037231
Broadband_Data_2026.03.27_10.00.00_ns_seg018,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,4,4,0,4,0,0,0.9582589268684387
Broadband_Data_2026.03.27_10.00.00_ns_seg019,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.16249769926071167
Broadband_Data_2026.03.27_10.00.00_ns_seg020,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,2,2,0,2,0,0,0.7240725755691528
Broadband_Data_2026.03.27_10.00.00_ns_seg021,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,2,2,0,2,0,0,0.6046690940856934
Broadband_Data_2026.03.27_10.00.00_ns_seg022,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,1,1,0,1,0,0,0.9804480671882629
Broadband_Data_2026.03.27_10.00.00_ns_seg023,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,1,1,0,1,0,0,0.4941559135913849
Broadband_Data_2026.03.27_10.00.00_ns_seg024,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.1915043443441391
Broadband_Data_2026.03.27_10.00.00_ns_seg025,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,5,5,0,5,0,0,0.9784274101257324
Broadband_Data_2026.03.27_10.00.00_ns_seg026,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,2,2,0,2,0,0,0.936024010181427
Broadband_Data_2026.03.27_10.00.00_ns_seg027,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,0,0,0,0,0,0,0.18942716717720032
Broadband_Data_2026.03.27_10.00.00_ns_seg028,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,1,1,0,1,0,0,0.5557993650436401
Broadband_Data_2026.03.27_10.00.00_ns_seg029,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,ns,model_verified,1,1,0,1,0,0,0.8808578252792358
Broadband_Data_2026.03.27_10.00.00_we_seg000,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,we,manual_corrected,3,2,1,2,1,0,0.9986086487770081
Broadband_Data_2026.03.27_10.00.00_we_seg001,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,we,model_verified,2,2,0,2,0,0,0.9985083937644958
Broadband_Data_2026.03.27_10.00.00_we_seg002,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,we,model_verified,1,1,0,1,0,0,0.9984795451164246
Broadband_Data_2026.03.27_10.00.00_we_seg003,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,we,model_verified,1,1,0,1,0,0,0.998022198677063
Broadband_Data_2026.03.27_10.00.00_we_seg004,/home/s_grudinin/code/university/vlf_analyzing/new_test_raw_data/raw_v2/Broadband_Data_2026.03.27_10.00.00.bin,we,model_verified,1,1,0,1,0,0,0.9981264472007751
